Plan_mes;mes;nro_cliente
96262;2;2020
95712;2;2019
96332;2;2018
95645;2;2021
93618;2;2022
96895;2;2023
96400;2;2337
96308;2;2025
96970;2;2024
95729;2;2026
96874;2;2030
94485;2;2029
96121;2;2028
94497;2;2027
96133;2;2031
96409;2;2032
96038;2;2033
96385;2;2034
95456;2;2035
96262;2;2050
96234;2;2052
95570;2;2051
94562;2;2054
96327;2;2056
95670;2;2055
96440;2;2053
96119;2;2059
95982;2;2058
96092;2;2057
96910;2;2061
96385;2;2060
96022;2;2062
95645;2;2065
95667;2;2066
94402;2;2063
96262;2;2064
95400;2;2069
96385;2;2067
96262;2;2068
95744;2;2070
94410;2;2071
96385;2;2072
96385;2;2074
96859;2;2073
96208;2;2078
96807;2;2080
94463;2;2075
96133;2;2077
96327;2;2076
96208;2;2084
96038;2;2081
96133;2;2079
96793;2;2085
96262;2;2082
96078;2;2086
96409;2;2083
95420;2;2088
94468;2;2087
96208;2;2091
96018;2;2092
97017;2;2090
96400;2;2089
96793;2;2093
96385;2;2094
96119;2;2123
95712;2;2124
96327;2;2122
96807;2;2126
97034;2;2125
96018;2;2127
96133;2;2128
96121;2;2130
95982;2;2129
96409;2;2131
96234;2;2132
95595;2;2133
96022;2;2134
96810;2;2135
96411;2;2136
95456;2;2137
96092;2;2138
93521;2;2139
96844;2;2140
96133;2;2141
96119;2;2144
96133;2;2142
95599;2;2143
96262;2;2145
96327;2;2146
95595;2;2147
96385;2;2148
96874;2;2149
96413;2;2150
96018;2;2151
96262;2;2152
96121;2;2153
96121;2;2154
96410;2;2155
96208;2;2156
94402;2;2157
96133;2;2159
96895;2;2158
96308;2;2168
96133;2;2171
96038;2;2169
96078;2;2170
96890;2;2172
96078;2;2173
96018;2;2175
97002;2;2174
95645;2;2177
96413;2;2176
95570;2;2178
96133;2;2180
96234;2;2182
96208;2;2179
96198;2;2181
94458;2;2184
96133;2;2186
96385;2;2183
95408;2;2185
95599;2;2188
96018;2;2189
97017;2;2187
96385;2;2192
96409;2;2190
94410;2;2191
93618;2;2196
96327;2;2195
96262;2;2197
96385;2;2198
96121;2;2199
94458;2;2194
96078;2;2193
96385;2;2200
96409;2;2201
96874;2;2202
96133;2;2203
95570;2;2205
94485;2;2204
97120;2;2216
95595;2;2217
96413;2;2218
96262;2;2219
96385;2;2220
96859;2;2222
96234;2;2221
96262;2;2223
96262;2;2225
96411;2;2224
96970;2;2226
95456;2;2227
94458;2;2228
95645;2;2229
95982;2;2232
95599;2;2231
96874;2;2233
93521;2;2230
96262;2;2234
95982;2;2237
96054;2;2235
96078;2;2238
96262;2;2240
96413;2;2236
96385;2;2241
96133;2;2242
96208;2;2239
96400;2;2243
96308;2;2245
96793;2;2246
96308;2;2244
96385;2;2248
96133;2;2247
96874;2;2251
96327;2;2252
96119;2;2250
95599;2;2253
96022;2;2255
96327;2;2249
93660;2;2254
96400;2;2256
96890;2;2290
96308;2;2291
95400;2;2294
95645;2;2292
96133;2;2293
96038;2;2295
95645;2;2297
96385;2;2298
96234;2;2296
96327;2;2299
93561;2;2300
96133;2;2302
94402;2;2301
93618;2;2304
97034;2;2303
96874;2;2306
95982;2;2305
96400;2;2308
96022;2;2310
96332;2;2307
96234;2;2311
95645;2;2312
96262;2;2316
96890;2;2313
93618;2;2314
93561;2;2315
96807;2;2309
97034;2;2319
96410;2;2317
96385;2;2318
96895;2;2321
96208;2;2320
95599;2;2322
94458;2;2324
95645;2;2323
96859;2;2325
93561;2;2348
96409;2;2349
94468;2;2351
96895;2;2350
96922;2;2353
97120;2;2352
96385;2;2354
93720;2;2355
96018;2;2356
96121;2;2360
96208;2;2358
96385;2;2359
96385;2;2357
94562;2;2362
94478;2;2365
97017;2;2363
96208;2;2361
96133;2;2366
96119;2;2364
95982;2;2367
96133;2;2368
96133;2;2369
95982;2;2371
96234;2;2370
93720;2;2372
94497;2;2373
96413;2;2374
96022;2;2375
96308;2;2376
95599;2;2377
96022;2;2379
93720;2;2381
96007;2;2378
96385;2;2380
96410;2;2382
96327;2;2412
96411;2;2413
96400;2;2414
96722;2;2415
96022;2;2418
96133;2;2417
96890;2;2416
94562;2;2419
96874;2;2421
96327;2;2422
96874;2;2424
97117;2;2420
93618;2;2423
95350;2;2426
93618;2;2425
96910;2;2428
96078;2;2427
97002;2;2429
95645;2;2430
96262;2;2477
95559;2;2478
95729;2;2479
96890;2;2535
96400;2;2536
96133;2;2534
96262;2;2594
94468;2;2595
96810;2;2664
96890;2;2663
96409;2;2736
95599;2;2740
96910;2;2741
95645;2;2742
96810;2;2738
93561;2;2737
96413;2;2739
96910;2;2820
96038;2;2821
96262;2;2822
96409;2;2884
96385;2;2950
95982;2;2951
96970;2;2952
95729;2;3016
95982;2;3015
93720;2;3017
96121;2;3019
96092;2;3018
96078;2;3020
96121;2;3101
96327;2;3100
96262;2;3102
96133;2;3165
96262;2;3168
96385;2;3167
96413;2;3166
96810;2;3169
96874;2;3239
96308;2;3313
96208;2;3314
96793;2;3315
94468;2;3380
96119;2;3381
96022;2;3383
96440;2;3385
95595;2;3384
96409;2;3386
95982;2;3382
96007;2;3455
96133;2;3487
96038;2;3484
96409;2;3486
96793;2;3485
96208;2;3558
96121;2;3559
96922;2;3557
93521;2;3560
93720;2;3660
96970;2;3661
96208;2;3664
96078;2;3662
96133;2;3663
95744;2;3726
96092;2;3724
96910;2;3725
95744;2;3727
96890;2;3728
96715;2;3729
93521;2;3730
96262;2;3731
96385;2;3732
93720;2;3786
97120;2;3787
96308;2;3788
95599;2;3789
96922;2;3790
95982;2;3791
96890;2;3874
95982;2;3876
96308;2;3875
95744;2;3952
96022;2;3953
95982;2;3951
96119;2;3954
96810;2;3955
95729;2;3956
96385;2;2338
96410;2;2339
96038;2;2340
95645;2;2341
96922;2;2342
96078;2;3877
96119;2;2343
96859;2;2344
96262;2;2345
96119;2;2347
95982;2;2346
96078;2;2383
96078;2;2384
96262;2;2385
96119;2;2386
95645;2;2389
94410;2;2388
97120;2;2387
96874;2;2391
96776;2;2392
96262;2;2390
94497;2;2394
95982;2;2396
96385;2;2393
96121;2;2397
96133;2;2395
96385;2;2399
95729;2;2398
96133;2;2403
96874;2;2400
96332;2;2402
96092;2;2401
94497;2;2404
95611;2;2405
96234;2;2407
95982;2;2406
96420;2;2408
95982;2;2409
96234;2;2411
96970;2;2410
96890;2;2435
96409;2;2436
96133;2;2437
97034;2;2438
96078;2;2439
96133;2;2440
96895;2;2441
96054;2;2442
96385;2;2444
96078;2;2443
96810;2;2446
96092;2;2445
96409;2;2447
96038;2;2448
96916;2;2450
95611;2;2451
96327;2;2449
94410;2;2453
96910;2;2455
96385;2;2452
96038;2;2454
96157;2;2458
96119;2;2456
96078;2;2457
96411;2;2460
96409;2;2459
96910;2;2462
96133;2;2467
96409;2;2465
95645;2;2468
96890;2;2464
96385;2;2466
96327;2;2463
96776;2;2461
96262;2;2470
94410;2;2471
95570;2;2474
96133;2;2469
96385;2;2475
95667;2;2476
93720;2;2473
97017;2;2472
96910;2;2493
96385;2;2494
96922;2;2495
96410;2;2498
96385;2;2497
93561;2;2496
96970;2;2500
96133;2;2499
96385;2;2504
93521;2;2503
96874;2;2502
94485;2;2501
96890;2;2506
96385;2;2507
96409;2;2505
95645;2;2508
96234;2;2509
96411;2;2511
95982;2;2510
96722;2;2512
96133;2;2513
96262;2;2514
95982;2;2515
96400;2;2516
96844;2;2517
95712;2;2518
96385;2;2520
96332;2;2519
96327;2;2521
95982;2;2522
96810;2;2526
93720;2;2525
96385;2;2523
96327;2;2524
95400;2;2529
96890;2;2530
96092;2;2531
96916;2;2527
96018;2;2528
96121;2;2532
95982;2;2533
96327;2;2553
96133;2;2551
96308;2;2552
96874;2;2554
96133;2;2561
96133;2;2555
96385;2;2556
96133;2;2558
96133;2;2559
95982;2;2560
96385;2;2562
96262;2;2557
96890;2;2566
97120;2;2565
96737;2;2564
96133;2;2563
96007;2;2568
96807;2;2567
96022;2;2569
95645;2;2570
96878;2;2572
97220;2;2571
95471;2;2573
95982;2;2576
95982;2;2575
96133;2;2577
96890;2;2578
93720;2;2574
96737;2;2579
95982;2;2582
95645;2;2581
96327;2;2583
96262;2;2580
96385;2;2584
96121;2;2585
96208;2;2586
95645;2;2587
96007;2;2588
96806;2;2590
96133;2;2591
96793;2;2589
96018;2;2592
95570;2;2593
96262;2;2605
96018;2;2602
94465;2;2604
96878;2;2606
95599;2;2608
95744;2;2603
96121;2;2607
96385;2;2609
96890;2;2610
96022;2;2613
95982;2;2611
96208;2;2612
94497;2;2616
94497;2;2615
96400;2;2617
95683;2;2618
96119;2;2614
97120;2;2619
97034;2;2622
96308;2;2620
95471;2;2621
96810;2;2625
95712;2;2623
96385;2;2624
96092;2;2626
95683;2;2629
96092;2;2627
93618;2;2632
96874;2;2636
96262;2;2634
96262;2;2635
96038;2;2633
96133;2;2637
96874;2;2641
95982;2;2638
96890;2;2642
96327;2;2639
96878;2;2640
97034;2;2643
96741;2;2644
95599;2;2645
96874;2;2631
96865;2;2630
96054;2;2646
97034;2;2628
96315;2;2648
96385;2;2647
96262;2;2650
95599;2;2649
96133;2;2651
96133;2;2655
96327;2;2654
95982;2;2652
96078;2;2653
96208;2;2657
95982;2;2656
96385;2;2658
94380;2;2659
96385;2;2660
96385;2;2661
97017;2;2662
94497;2;2675
96018;2;2674
96133;2;2676
96054;2;2677
96910;2;2679
96133;2;2682
96409;2;2678
95712;2;2680
96793;2;2683
96119;2;2684
94497;2;2681
96865;2;2685
96859;2;2686
96208;2;2688
96234;2;2690
95400;2;2687
96409;2;2692
93720;2;2691
96078;2;2689
96874;2;2693
96440;2;2695
96038;2;2694
93845;2;2696
96262;2;2697
96385;2;2698
96018;2;2699
96133;2;2705
96409;2;2700
96440;2;2706
96133;2;2707
96054;2;2703
96078;2;2708
96806;2;2710
96133;2;2709
96038;2;2701
96806;2;2702
96234;2;2704
95729;2;2711
96810;2;2712
96119;2;2713
95611;2;2717
96420;2;2715
96922;2;2714
96121;2;2716
96133;2;2718
97017;2;2719
96916;2;2721
96385;2;2722
96890;2;2724
96385;2;2725
96133;2;2723
96327;2;2720
95599;2;2726
96410;2;2728
95982;2;2727
96409;2;2729
96385;2;2733
96308;2;2730
96916;2;2735
96737;2;2734
96865;2;2774
95982;2;2773
96890;2;2772
96874;2;2776
95982;2;2731
95599;2;2732
93521;2;2780
96234;2;2777
96121;2;2779
95729;2;2778
96874;2;2775
96409;2;2781
93561;2;2782
96970;2;2786
96133;2;2785
96133;2;2784
96400;2;2783
96793;2;2787
94485;2;2789
96385;2;2790
93618;2;2788
97002;2;2791
96234;2;2793
96409;2;2794
96234;2;2796
93561;2;2797
95420;2;2795
97120;2;2799
96922;2;2798
94562;2;2792
96910;2;2802
96018;2;2800
95596;2;2803
96865;2;2801
96262;2;2804
96308;2;2806
95712;2;2805
96409;2;2808
96385;2;2810
95729;2;2807
96133;2;2809
96133;2;2811
95645;2;2815
96327;2;2812
96385;2;2813
94410;2;2816
93720;2;2818
95645;2;2817
96409;2;2814
96078;2;2819
95599;2;2838
96874;2;2839
96327;2;2840
95645;2;2841
97017;2;2842
96078;2;2843
96054;2;2844
96874;2;2846
96874;2;2847
96859;2;2845
96409;2;2848
93521;2;2851
96420;2;2849
97120;2;2850
96385;2;2857
96810;2;2854
95683;2;2856
93561;2;2855
96133;2;2859
96234;2;2858
96133;2;2852
94041;2;2853
96327;2;2861
96121;2;2860
96018;2;2862
94458;2;2863
96327;2;2864
96018;2;2865
96385;2;2866
96874;2;2868
95982;2;2867
96018;2;2869
95400;2;2870
96409;2;2871
96007;2;2872
96133;2;2873
96121;2;2875
96970;2;2876
96922;2;2877
96327;2;2878
96741;2;2874
94468;2;2879
93561;2;2880
96054;2;2883
96385;2;2881
95982;2;2882
95729;2;2900
96038;2;2902
96078;2;2901
96970;2;2903
96385;2;2904
96890;2;2905
96409;2;2906
96022;2;2899
96874;2;2907
96234;2;2909
96007;2;2908
95712;2;2910
96385;2;2911
94468;2;2912
95400;2;2913
96018;2;2915
96385;2;2914
96208;2;2916
96133;2;2917
95570;2;2918
96440;2;2919
96409;2;2920
96741;2;2921
95982;2;2922
93521;2;2923
95419;2;2924
95729;2;2925
96409;2;2926
96715;2;2929
96400;2;2928
96970;2;2927
96078;2;2930
96133;2;2931
96208;2;2933
96385;2;2932
96874;2;2934
96741;2;2935
96133;2;2942
96018;2;2939
96007;2;2940
96411;2;2941
96411;2;2936
96133;2;2944
96133;2;2938
95982;2;2943
96262;2;2937
96308;2;2946
96890;2;2948
96413;2;2945
95982;2;2947
96078;2;2949
96007;2;2966
96385;2;2965
94497;2;2964
95599;2;2969
96208;2;2967
96874;2;2968
95595;2;2970
96022;2;2973
96038;2;2971
96022;2;2977
96970;2;2974
96327;2;2975
96385;2;2976
96409;2;2980
96262;2;2978
96770;2;2979
94402;2;2972
96874;2;2982
93521;2;2983
96262;2;2985
93521;2;2986
95982;2;2984
96810;2;2981
96715;2;2987
96007;2;2990
95982;2;2989
95645;2;2991
96119;2;2992
96411;2;2988
95599;2;2993
97120;2;2994
96234;2;2995
96327;2;2996
96038;2;2998
96121;2;3000
96874;2;2999
96078;2;2997
93561;2;3002
96119;2;3001
96385;2;3005
96890;2;3006
96234;2;3004
96770;2;3003
95420;2;3007
96054;2;3008
95982;2;3010
96054;2;3009
93521;2;3011
96262;2;3012
96022;2;3013
96890;2;3014
96133;2;3044
96890;2;3043
96385;2;3046
96409;2;3042
93561;2;3051
96385;2;3047
96119;2;3050
96262;2;3048
96910;2;3053
95645;2;3052
94485;2;3045
95982;2;3049
96741;2;3054
96262;2;3057
93521;2;3058
96119;2;3056
96810;2;3055
96308;2;3059
96133;2;3060
97034;2;3061
96208;2;3062
96133;2;3064
95599;2;3065
95982;2;3063
95982;2;3066
96910;2;3067
96385;2;3069
96007;2;3071
96234;2;3072
96078;2;3074
96385;2;3073
93720;2;3070
96385;2;3068
97002;2;3077
96865;2;3076
96895;2;3079
96807;2;3078
96133;2;3080
96332;2;3075
96018;2;3082
96385;2;3083
96890;2;3084
96890;2;3081
96121;2;3086
94458;2;3085
96770;2;3087
96078;2;3090
96741;2;3089
93436;2;3088
97120;2;3091
95729;2;3093
96874;2;3094
96018;2;3092
97120;2;3095
96865;2;3096
96234;2;3097
96018;2;3099
95982;2;3098
95982;2;3123
96092;2;3124
96910;2;3125
96767;2;3126
96262;2;3128
96208;2;3127
95712;2;3132
96133;2;3130
96007;2;3131
93720;2;3129
95712;2;3133
96922;2;3135
93720;2;3134
96308;2;3136
96308;2;3139
93720;2;3142
96327;2;3143
95982;2;3140
96409;2;3138
95471;2;3144
96890;2;3145
96440;2;3137
96327;2;3147
95559;2;3146
96078;2;3141
96262;2;3149
97120;2;3148
96970;2;3150
96970;2;3151
96078;2;3152
96262;2;3153
94497;2;3154
96234;2;3155
97120;2;3156
96722;2;3158
96119;2;3160
96409;2;3159
96007;2;3161
95599;2;3157
96806;2;3163
96208;2;3162
96385;2;3164
95982;2;3191
93720;2;3192
97120;2;3193
95982;2;3194
96022;2;3195
96308;2;3201
96895;2;3196
95982;2;3198
97017;2;3200
95400;2;3197
96208;2;3199
96092;2;3202
96810;2;3204
96810;2;3203
97017;2;3205
96874;2;3207
96327;2;3206
96874;2;3208
96385;2;3212
96385;2;3211
96970;2;3209
96119;2;3210
96890;2;3214
96262;2;3213
96133;2;3215
96308;2;3218
96308;2;3216
95784;2;3219
96767;2;3217
96332;2;3220
96409;2;3221
96332;2;3222
97017;2;3223
95400;2;3224
96234;2;3225
96121;2;3227
96133;2;3226
96440;2;3228
96400;2;3229
96409;2;3230
96385;2;3231
96409;2;3232
95744;2;3233
96385;2;3235
96119;2;3237
96078;2;3234
96262;2;3236
94380;2;3238
96308;2;3266
96022;2;3267
96385;2;3270
95712;2;3268
96133;2;3269
95645;2;3271
96234;2;3273
96413;2;3274
96327;2;3275
96409;2;3278
95667;2;3276
97034;2;3277
95729;2;3272
95712;2;3281
95712;2;3279
96385;2;3283
96413;2;3282
93561;2;3280
97017;2;3284
96262;2;3290
95645;2;3287
96793;2;3288
96121;2;3289
95420;2;3286
96970;2;3285
96054;2;3291
96410;2;3293
96400;2;3294
96440;2;3297
96874;2;3296
96262;2;3295
96327;2;3292
95982;2;3298
96910;2;3299
96208;2;3300
95570;2;3302
97002;2;3301
96133;2;3303
96121;2;3305
94366;2;3304
96327;2;3308
95982;2;3307
96078;2;3306
96810;2;3309
96133;2;3310
96806;2;3311
96092;2;3312
96844;2;3331
96262;2;3330
96133;2;3334
96810;2;3333
95570;2;3332
96078;2;3335
94366;2;3339
97120;2;3340
96874;2;3337
95400;2;3338
96793;2;3341
96440;2;3336
96054;2;3344
96119;2;3342
96409;2;3343
96327;2;3345
96092;2;3346
96385;2;3347
96865;2;3349
96910;2;3348
96078;2;3350
96409;2;3351
96327;2;3352
93521;2;3355
96385;2;3356
95982;2;3353
96308;2;3354
96874;2;3358
96092;2;3357
96119;2;3359
96133;2;3360
96133;2;3362
93521;2;3361
96078;2;3363
96410;2;3364
96119;2;3365
96208;2;3367
96385;2;3369
95559;2;3368
96890;2;3366
95729;2;3373
96890;2;3377
93618;2;3374
96308;2;3372
96262;2;3371
96770;2;3376
96133;2;3375
96385;2;3370
95982;2;3378
95422;2;3379
96022;2;3405
96133;2;3406
95599;2;3407
96409;2;3408
96411;2;3409
96409;2;3410
95400;2;3411
96890;2;3414
97120;2;3413
96409;2;3412
95599;2;3415
96119;2;3417
96188;2;3418
93947;2;3419
96385;2;3416
96054;2;3422
96400;2;3420
96737;2;3421
96022;2;3423
96878;2;3425
96092;2;3427
96208;2;3424
96078;2;3426
96327;2;3428
95599;2;3430
96807;2;3429
96119;2;3432
95645;2;3431
96208;2;3433
96865;2;3434
96262;2;3435
96922;2;3437
96133;2;3438
94410;2;3436
96121;2;3441
96018;2;3443
94402;2;3439
96409;2;3440
96262;2;3442
95471;2;3444
96133;2;3445
93521;2;3446
96385;2;3447
93618;2;3449
96038;2;3448
96121;2;3450
96208;2;3452
96262;2;3451
96234;2;3454
96332;2;3453
96054;2;3477
96119;2;3479
95712;2;3478
95670;2;3480
96385;2;3481
96910;2;3482
96119;2;3483
96409;2;3488
96385;2;3489
96208;2;3491
97034;2;3490
93521;2;3492
96022;2;3493
95712;2;3495
96078;2;3498
96262;2;3496
96409;2;3494
96874;2;3497
96119;2;3500
96078;2;3501
96133;2;3499
96007;2;3503
96018;2;3505
93521;2;3504
95599;2;3502
97017;2;3509
96121;2;3506
96409;2;3507
95645;2;3508
96121;2;3512
96133;2;3514
96119;2;3510
96133;2;3511
97120;2;3513
97220;2;3515
96078;2;3516
96208;2;3519
96810;2;3517
95559;2;3518
95599;2;3521
95982;2;3520
96411;2;3522
96844;2;3525
95667;2;3523
96411;2;3524
96440;2;3526
96234;2;3527
95982;2;3528
96133;2;3563
96385;2;3561
96262;2;3564
96878;2;3562
93720;2;3565
95729;2;3566
96741;2;3568
96722;2;3570
96874;2;3567
96208;2;3569
95729;2;3571
93537;2;3573
96715;2;3572
96793;2;3577
96078;2;3574
95471;2;3575
95982;2;3576
97002;2;3579
96890;2;3578
96119;2;3580
96409;2;3585
96970;2;3583
96409;2;3581
96922;2;3584
96234;2;3587
96409;2;3582
95599;2;3586
94465;2;3588
95982;2;3591
96262;2;3590
96133;2;3596
94402;2;3592
96411;2;3593
97017;2;3595
95419;2;3589
97017;2;3594
96133;2;3597
96440;2;3598
96722;2;3600
96741;2;3601
96410;2;3602
95982;2;3599
96859;2;3607
97034;2;3605
96810;2;3603
95982;2;3608
96327;2;3604
96385;2;3609
95982;2;3615
96262;2;3611
93521;2;3610
95982;2;3614
96865;2;3606
94459;2;3616
93537;2;3612
96409;2;3613
96119;2;3617
96910;2;3618
95456;2;3619
96119;2;3622
96121;2;3620
96018;2;3621
96092;2;3625
96400;2;3624
94485;2;3623
95982;2;3630
96413;2;3628
96715;2;3632
96741;2;3629
96922;2;3626
96385;2;3627
96410;2;3633
94515;2;3637
96007;2;3631
96385;2;3634
96810;2;3666
96766;2;3665
96410;2;3635
95595;2;3667
96133;2;3668
96793;2;3636
96793;2;3669
96810;2;3670
96022;2;3674
96385;2;3672
96234;2;3673
94366;2;3671
93537;2;3676
96078;2;3675
96385;2;3677
96262;2;3679
96409;2;3678
96092;2;3680
96874;2;3682
96970;2;3681
94465;2;3683
96054;2;3688
96865;2;3684
95683;2;3689
96409;2;3686
96910;2;3690
95982;2;3687
95040;2;3685
96385;2;3691
96970;2;3692
96022;2;3693
96078;2;3694
96874;2;3696
96121;2;3695
96121;2;3697
96262;2;3699
96413;2;3701
96022;2;3698
96411;2;3700
96793;2;3702
95982;2;3703
96092;2;3704
94497;2;3708
97117;2;3706
96737;2;3705
96385;2;3707
96119;2;3709
96810;2;3733
95400;2;3734
96022;2;3735
93618;2;3736
96400;2;3737
93631;2;3738
96133;2;3739
96234;2;3740
96810;2;3741
96385;2;3742
96420;2;3745
96078;2;3746
95729;2;3743
96385;2;3747
96400;2;3744
96793;2;3748
96385;2;3749
96409;2;3750
95400;2;3754
96910;2;3753
94410;2;3752
96133;2;3751
95729;2;3756
95611;2;3755
97017;2;3757
96332;2;3759
96018;2;3758
96119;2;3760
93561;2;3761
95400;2;3762
95729;2;3763
96722;2;3765
96737;2;3764
96890;2;3766
96890;2;3767
96890;2;3768
96737;2;3769
97240;2;3770
96119;2;3772
96385;2;3773
96022;2;3771
96767;2;3774
97034;2;3776
95744;2;3792
93720;2;3775
96385;2;3794
96385;2;3795
96411;2;3793
96910;2;3797
96722;2;3796
96022;2;3800
96874;2;3799
96332;2;3798
96133;2;3801
96133;2;3806
96078;2;3803
95982;2;3804
96793;2;3802
96234;2;3807
96119;2;3808
96133;2;3809
96970;2;3805
95599;2;3810
94463;2;3811
96054;2;3812
93618;2;3813
95645;2;3815
96092;2;3817
96737;2;3814
96440;2;3816
93521;2;3818
96874;2;3819
96895;2;3821
95712;2;3820
96316;2;3824
96910;2;3822
95744;2;3825
96385;2;3826
96262;2;3823
96078;2;3828
96411;2;3827
96409;2;3829
95645;2;3830
96007;2;3831
97017;2;3832
96970;2;3833
93521;2;3834
95645;2;3835
96767;2;3837
96308;2;3838
95982;2;3839
96043;2;3836
96234;2;3840
96133;2;3841
96308;2;3843
96859;2;3844
96385;2;3842
96332;2;3880
96910;2;3879
96409;2;3878
94516;2;3881
96385;2;3883
95729;2;3882
96078;2;3885
97017;2;3884
95729;2;3886
95729;2;3887
93720;2;3888
95982;2;3889
96715;2;3890
96262;2;3894
96327;2;3895
94485;2;3892
96332;2;3893
93845;2;3891
96420;2;3896
93561;2;3897
96078;2;3898
97120;2;3899
96385;2;3900
96810;2;3901
95420;2;3902
96078;2;3903
95599;2;3904
96385;2;3908
96865;2;3905
96741;2;3907
96409;2;3906
96385;2;3910
96038;2;3909
97017;2;3911
96119;2;3912
96018;2;3914
96133;2;3913
97120;2;3915
96810;2;3916
96874;2;3917
95982;2;3918
96874;2;3919
95422;2;3920
96327;2;3921
96385;2;3922
96890;2;3923
93720;2;3924
96770;2;3925
96234;2;3926
96385;2;3927
95982;2;3929
95982;2;3928
96133;2;3933
96411;2;3930
96970;2;3932
96332;2;3931
96078;2;3957
96409;2;3958
96865;2;3961
96385;2;3962
96413;2;3959
96411;2;3960
95729;2;3963
96440;2;3965
95377;2;3964
96970;2;3966
96895;2;3967
96385;2;3968
94465;2;3969
96890;2;3970
96133;2;3973
96874;2;3972
96413;2;3971
96078;2;3974
93720;2;3975
96409;2;3976
96119;2;3977
97060;2;3978
96916;2;3979
96038;2;3980
96916;2;3981
96413;2;3982
95982;2;3984
96385;2;3985
95599;2;3983
94402;2;3986
96810;2;3987
96910;2;4000
96133;2;4001
93618;2;4003
96327;2;4002
96208;2;4004
96121;2;4009
96208;2;4010
95400;2;4008
96865;2;4007
96874;2;4006
95683;2;4013
96810;2;4005
96890;2;4012
96385;2;4011
96332;2;4015
96018;2;4016
96409;2;4017
96770;2;4018
94562;2;4019
96722;2;4020
96874;2;4023
96327;2;4022
96133;2;4024
96413;2;4014
96092;2;4021
96262;2;4025
96411;2;4026
96385;2;4031
94402;2;4028
95595;2;4029
95729;2;4033
96385;2;4027
96970;2;4030
96262;2;4032
96018;2;4034
96910;2;4039
96078;2;4035
96018;2;4036
96022;2;4037
96308;2;4038
96410;2;4040
96327;2;4042
96332;2;4043
97017;2;4041
96262;2;4047
96262;2;4044
96119;2;4045
96741;2;4048
96121;2;4046
95982;2;4049
96308;2;4050
93947;2;4051
96078;2;4053
95712;2;4054
96078;2;4052
96411;2;4055
94380;2;4056
96890;2;4057
96874;2;4060
96078;2;4061
96922;2;4059
96121;2;4062
96810;2;4058
96865;2;4063
94463;2;4066
95645;2;4064
95645;2;4065
96208;2;4068
96409;2;4070
96208;2;4071
94497;2;4067
96018;2;4069
95982;2;4100
95982;2;4072
96411;2;4101
96078;2;4103
95729;2;4102
95744;2;4105
97120;2;4104
96121;2;4109
96440;2;4107
96133;2;4108
96308;2;4106
96308;2;4110
97120;2;4112
94402;2;4113
96022;2;4111
96327;2;4114
96078;2;4115
96385;2;4116
95683;2;4117
96078;2;4118
96420;2;4119
96385;2;4121
96327;2;4120
96890;2;4123
96133;2;4125
96327;2;4124
95982;2;4122
96078;2;4127
93720;2;4126
96018;2;4129
96420;2;4128
96806;2;4131
96410;2;4132
96262;2;4130
95599;2;4133
96332;2;4135
96410;2;4134
95982;2;4136
96007;2;4137
93561;2;4138
96874;2;4139
95456;2;4142
95419;2;4140
95408;2;4143
96874;2;4141
96234;2;4154
96332;2;4155
96262;2;4156
93618;2;4158
96078;2;4157
94497;2;4160
96308;2;4159
96078;2;4163
96018;2;4161
96119;2;4162
96133;2;4164
95982;2;4165
96332;2;4166
96793;2;4167
97002;2;4168
96865;2;4169
96420;2;4171
96038;2;4170
96865;2;4172
96409;2;4173
96332;2;4174
96208;2;4176
96385;2;4175
97034;2;4177
96327;2;4178
96234;2;4179
96793;2;4180
96409;2;4181
95982;2;4182
96133;2;4183
96234;2;4185
96119;2;4184
96262;2;4187
95729;2;4186
96874;2;4189
96385;2;4188
96018;2;4215
96874;2;4214
93720;2;4217
96895;2;4216
96022;2;4219
96078;2;4218
96385;2;4221
96234;2;4220
96234;2;4222
97120;2;4224
93720;2;4223
96054;2;4225
96385;2;4226
96874;2;4227
96385;2;4228
96385;2;4231
96807;2;4230
95982;2;4232
95645;2;4229
95784;2;4233
96385;2;4234
95982;2;4235
96859;2;4236
96234;2;4238
96208;2;4237
96922;2;4242
95645;2;4239
96741;2;4240
96078;2;4241
96807;2;4244
96409;2;4243
96786;2;4247
97120;2;4245
96409;2;4246
93521;2;4248
95400;2;4268
95599;2;4270
97120;2;4269
96385;2;4271
94562;2;4275
96410;2;4273
96910;2;4274
95599;2;4272
96234;2;4277
93618;2;4276
96409;2;4278
93631;2;4279
97034;2;4280
95982;2;4281
96409;2;4283
95408;2;4282
94468;2;4285
96910;2;4284
93720;2;4288
96715;2;4286
96327;2;4289
96895;2;4287
96234;2;4290
96054;2;4292
96770;2;4293
96078;2;4291
97120;2;4294
96910;2;4295
96385;2;4296
97017;2;4299
96793;2;4300
93618;2;4297
96440;2;4298
96411;2;4301
96874;2;4305
96810;2;4304
97017;2;4303
96874;2;4307
96133;2;4306
96234;2;4302
96409;2;4309
96810;2;4308
96234;2;4310
96119;2;4311
96385;2;4312
95599;2;4314
95982;2;4315
96793;2;4313
96970;2;4317
96970;2;4316
96793;2;4318
97034;2;4319
94402;2;4320
96327;2;4321
96806;2;4322
96327;2;4323
95400;2;4324
96234;2;4325
96910;2;4326
96332;2;4328
96859;2;4327
96078;2;4347
94690;2;4348
96078;2;4350
96890;2;4351
96133;2;4349
93618;2;4352
